Code Station,N° article,Horizon,Prevision_L,IC_bas_L,IC_haut_L
ST0074,A0001,11,38758,15629,61888
ST0074,A0001,12,38756,14904,62608
ST0074,A0002,1,59910,41423,78398
ST0074,A0002,2,55855,33046,78665
ST0074,A0002,3,57860,34213,81507
ST0074,A0002,4,56869,31288,82451
ST0074,A0002,5,57359,30550,84167
ST0074,A0002,6,57117,28876,85357
ST0074,A0002,7,57236,27758,86715
ST0074,A0002,8,57177,26452,87902
ST0074,A0002,9,57206,25311,89101
ST0074,A0002,10,57192,24155,90229
ST0074,A0002,11,57199,23065,91333
ST0074,A0002,12,57196,21995,92396
ST0075,A0001,1,10712,7407,14018
ST0075,A0001,2,9987,5909,14066
ST0075,A0001,3,10346,6117,14574
ST0075,A0001,4,10169,5594,14743
ST0075,A0001,5,10256,5463,15050
ST0075,A0001,6,10213,5163,15263
ST0075,A0001,7,10234,4963,15505
ST0075,A0001,8,10224,4730,15718
ST0075,A0001,9,10229,4526,15932
ST0075,A0001,10,10226,4319,16134
ST0075,A0001,11,10228,4124,16331
ST0075,A0001,12,10227,3933,16521
ST0075,A0002,1,8039,5559,10520
ST0075,A0002,2,7495,4434,10556
ST0075,A0002,3,7764,4591,10937
ST0075,A0002,4,7631,4199,11064
ST0075,A0002,5,7697,4100,11294
ST0075,A0002,6,7665,3875,11454
ST0075,A0002,7,7681,3725,11636
ST0075,A0002,8,7673,3550,11796
ST0075,A0002,9,7677,3397,11957
ST0075,A0002,10,7675,3241,12108
ST0075,A0002,11,7676,3095,12256
ST0075,A0002,12,7675,2952,12399
ST0076,A0001,1,7994,5527,10461
ST0076,A0001,2,7453,4409,10496
ST0076,A0001,3,7720,4565,10875
ST0076,A0001,4,7588,4175,11001
ST0076,A0001,5,7653,4076,11230
ST0076,A0001,6,7621,3853,11389
ST0076,A0001,7,7637,3704,11570
ST0076,A0001,8,7629,3530,11729
ST0076,A0001,9,7633,3377,11889
ST0076,A0001,10,7631,3223,12039
ST0076,A0001,11,7632,3078,12187
ST0076,A0001,12,7632,2935,12328
ST0076,A0002,1,9427,6518,12336
ST0076,A0002,2,8789,5200,12378
ST0076,A0002,3,9104,5383,12825
ST0076,A0002,4,8948,4923,12974
ST0076,A0002,5,9025,4807,13244
ST0076,A0002,6,8987,4544,13431
ST0076,A0002,7,9006,4368,13645
ST0076,A0002,8,8997,4162,13831
ST0076,A0002,9,9001,3983,14020
ST0076,A0002,10,8999,3801,14198
ST0076,A0002,11,9000,3629,14371
ST0076,A0002,12,9000,3461,14539
ST0080,A0001,1,13751,9508,17994
ST0080,A0001,2,12820,7585,18056
ST0080,A0001,3,13280,7853,18708
ST0080,A0001,4,13053,7181,18925
ST0080,A0001,5,13165,7012,19319
ST0080,A0001,6,13110,6628,19592
ST0080,A0001,7,13137,6371,19903
ST0080,A0001,8,13124,6072,20176
ST0080,A0001,9,13130,5810,20451
ST0080,A0001,10,13127,5544,20710
ST0080,A0001,11,13129,5294,20963
ST0080,A0001,12,13128,5049,21207
ST0080,A0002,1,8771,6064,11477
ST0080,A0002,2,8177,4838,11516
ST0080,A0002,3,8471,5009,11932
ST0080,A0002,4,8325,4580,12071
ST0080,A0002,5,8397,4472,12322
ST0080,A0002,6,8362,4227,12496
ST0080,A0002,7,8379,4064,12695
ST0080,A0002,8,8371,3873,12869
ST0080,A0002,9,8375,3706,13044
ST0080,A0002,10,8373,3536,13209
ST0080,A0002,11,8374,3377,13371
ST0080,A0002,12,8373,3220,13527
ST0081,A0001,1,10639,7356,13922
ST0081,A0001,2,9919,5869,13970
ST0081,A0001,3,10275,6076,14475
ST0081,A0001,4,10099,5556,14642
ST0081,A0001,5,10186,5425,14947
ST0081,A0001,6,10143,5128,15158
ST0081,A0001,7,10164,4929,15399
ST0081,A0001,8,10154,4698,15610
ST0081,A0001,9,10159,4495,15823
ST0081,A0001,10,10157,4290,16024
ST0081,A0001,11,10158,4096,16220
ST0081,A0001,12,10157,3906,16408
ST0081,A0002,1,18344,12683,24004
ST0081,A0002,2,17102,10118,24086
ST0081,A0002,3,17716,10475,24956
ST0081,A0002,4,17413,9580,25245
ST0081,A0002,5,17562,9354,25771
ST0081,A0002,6,17488,8842,26135
ST0081,A0002,7,17525,8499,26551
ST0081,A0002,8,17507,8099,26914
ST0081,A0002,9,17516,7750,27282
ST0081,A0002,10,17511,7396,27627
ST0081,A0002,11,17514,7062,27965
ST0081,A0002,12,17513,6735,28290
ST0085,A0001,1,9691,6701,12682
ST0085,A0001,2,9035,5345,12725
ST0085,A0001,3,9359,5534,13185
ST0085,A0001,4,9199,5061,13337
ST0085,A0001,5,9278,4942,13615
ST0085,A0001,6,9239,4671,13807
ST0085,A0001,7,9259,4490,14027
ST0085,A0001,8,9249,4279,14219
ST0085,A0001,9,9254,4094,14413
ST0085,A0001,10,9251,3907,14595
ST0085,A0001,11,9253,3731,14774
ST0085,A0001,12,9252,3558,14946
ST0085,A0002,1,10477,7244,13710
ST0085,A0002,2,9768,5779,13757
ST0085,A0002,3,10119,5983,14254
ST0085,A0002,4,9945,5472,14419
ST0085,A0002,5,10031,5343,14719
ST0085,A0002,6,9989,5050,14927
ST0085,A0002,7,10010,4854,15165
ST0085,A0002,8,9999,4626,15373
ST0085,A0002,9,10004,4427,15582
ST0085,A0002,10,10002,4224,15779
ST0085,A0002,11,10003,4034,15973
ST0085,A0002,12,10002,3847,16158
ST0086,A0001,1,4897,3386,6408
ST0086,A0001,2,4566,2701,6430
ST0086,A0001,3,4729,2797,6662
ST0086,A0001,4,4649,2557,6740
ST0086,A0001,5,4689,2497,6880
ST0086,A0001,6,4669,2360,6977
ST0086,A0001,7,4679,2269,7088
ST0086,A0001,8,4674,2162,7185
ST0086,A0001,9,4676,2069,7283
ST0086,A0001,10,4675,1974,7375
ST0086,A0001,11,4675,1885,7466
ST0086,A0001,12,4675,1798,7552
ST0086,A0002,1,10284,7111,13457
ST0086,A0002,2,9588,5672,13503
ST0086,A0002,3,9932,5873,13991
ST0086,A0002,4,9762,5371,14153
ST0086,A0002,5,9846,5244,14448
ST0086,A0002,6,9804,4957,14652
ST0086,A0002,7,9825,4765,14885
ST0086,A0002,8,9815,4541,15089
ST0086,A0002,9,9820,4345,15295
ST0086,A0002,10,9817,4146,15488
ST0086,A0002,11,9819,3959,15678
ST0086,A0002,12,9818,3776,15860
ST0087,A0001,1,21381,14783,27979
ST0087,A0001,2,19934,11794,28074
ST0087,A0001,3,20649,12210,29089
ST0087,A0001,4,20296,11166,29425
ST0087,A0001,5,20470,10903,30038
ST0087,A0001,6,20384,10306,30463
ST0087,A0001,7,20427,9906,30947
ST0087,A0001,8,20406,9440,31371
ST0087,A0001,9,20416,9033,31799
ST0087,A0001,10,20411,8621,32201
ST0087,A0001,11,20414,8232,32595
ST0087,A0001,12,20412,7850,32975
ST0087,A0002,1,9641,6666,12616
ST0087,A0002,2,8989,5318,12659
ST0087,A0002,3,9311,5506,13117
ST0087,A0002,4,9152,5035,13269
ST0087,A0002,5,9231,4916,13545
ST0087,A0002,6,9192,4647,13736
ST0087,A0002,7,9211,4467,13955
ST0087,A0002,8,9201,4257,14146
ST0087,A0002,9,9206,4073,14339
ST0087,A0002,10,9204,3887,14520
ST0087,A0002,11,9205,3712,14698
ST0087,A0002,12,9204,3540,14869
ST0089,A0001,1,3673,2539,4806
ST0089,A0001,2,3424,2026,4823
ST0089,A0001,3,3547,2097,4997
ST0089,A0001,4,3486,1918,5055
ST0089,A0001,5,3516,1873,5160
ST0089,A0001,6,3502,1770,5233
ST0089,A0001,7,3509,1702,5316
ST0089,A0001,8,3505,1622,5389
ST0089,A0001,9,3507,1552,5462
ST0089,A0001,10,3506,1481,5532
ST0089,A0001,11,3507,1414,5599
ST0089,A0001,12,3506,1348,5664
ST0089,A0002,1,5509,3809,7209
ST0089,A0002,2,5136,3039,7234
ST0089,A0002,3,5321,3146,7495
ST0089,A0002,4,5230,2877,7582
ST0089,A0002,5,5275,2809,7740
ST0089,A0002,6,5252,2655,7849
ST0089,A0002,7,5263,2553,7974
ST0089,A0002,8,5258,2432,8083
ST0089,A0002,9,5261,2328,8194
ST0089,A0002,10,5259,2221,8297
ST0089,A0002,11,5260,2121,8399
ST0089,A0002,12,5260,2023,8497
ST0091,A0001,1,6387,4416,8357
ST0091,A0001,2,5954,3523,8386
ST0091,A0001,3,6168,3647,8689
ST0091,A0001,4,6062,3335,8790
ST0091,A0001,5,6115,3257,8973
ST0091,A0001,6,6089,3078,9099
ST0091,A0001,7,6102,2959,9244
ST0091,A0001,8,6095,2820,9371
ST0091,A0001,9,6098,2698,9499
ST0091,A0001,10,6097,2575,9619
ST0091,A0001,11,6098,2459,9736
ST0091,A0001,12,6097,2345,9850
ST0091,A0002,1,16160,11174,21147
ST0091,A0002,2,15067,8914,21219
ST0091,A0002,3,15607,9229,21986
ST0091,A0002,4,15340,8440,22241
ST0091,A0002,5,15472,8241,22704
ST0091,A0002,6,15407,7789,23025
ST0091,A0002,7,15439,7488,23391
ST0091,A0002,8,15423,7135,23711
ST0091,A0002,9,15431,6828,24035
ST0091,A0002,10,15427,6516,24339
ST0091,A0002,11,15429,6222,24637
ST0091,A0002,12,15428,5933,24923
ST0094,A0002,1,59941,41444,78437
ST0094,A0002,2,55884,33062,78705
ST0094,A0002,3,57889,34230,81548
ST0094,A0002,4,56898,31303,82492
ST0094,A0002,5,57388,30566,84210
ST0094,A0002,6,57146,28891,85400
ST0094,A0002,7,57265,27772,86759
ST0094,A0002,8,57206,26466,87947
ST0094,A0002,9,57235,25324,89146
ST0094,A0002,10,57221,24167,90274
ST0094,A0002,11,57228,23077,91379
ST0094,A0002,12,57224,22006,92443
